iter	Logloss
150	0.001970614057
151	0.001947207404
152	0.001931127327
153	0.001912466672
154	0.001887935677
155	0.001861381066
156	0.00181787711
157	0.001794447802
158	0.001758208346
159	0.001737217667
160	0.001723738352
161	0.001710299728
162	0.001688195027
163	0.001684078958
164	0.001670363012
165	0.001646267118
166	0.001627259809
167	0.001623355239
168	0.001623355239
169	0.001604551148
170	0.001579856642
171	0.001564606466
172	0.001538508788
173	0.001521034724
174	0.001517452586
175	0.001505657266
176	0.001502706498
177	0.00146923924
178	0.001440225555
179	0.001413325891
180	0.001409828266
181	0.001409815875
182	0.001409815875
183	0.001388843367
184	0.001388843367
185	0.001388843367
186	0.001388843367
187	0.001388843367
188	0.001388843367
189	0.001388843367
190	0.001388843367
191	0.001388843367
192	0.001388843367
193	0.001388843367
194	0.001388843367
195	0.001388843367
196	0.001388843367
197	0.001388843367
198	0.001388843367
199	0.001388843367
200	0.001388843367
201	0.001388843367
202	0.001388843367
203	0.001388843367
204	0.001388843367
205	0.001388840655
206	0.001388840655
207	0.001388840655
208	0.001388840655
209	0.001388840655
210	0.001388840655
211	0.001388840655
212	0.001388818729
213	0.001388818729
214	0.001388818729
215	0.001388818729
216	0.001388818729
217	0.001388818729
218	0.001388818729
219	0.001388818729
220	0.001388806857
221	0.00138879977
222	0.001388814011
223	0.001385821751
224	0.001382119497
225	0.001363352915
226	0.001363365685
227	0.001363360942
228	0.001363360942
229	0.001363348599
230	0.001363326861
231	0.001363353899
232	0.001363317546
233	0.001363317546
234	0.001363319967
235	0.001363313382
236	0.001363320998
237	0.001357503198
238	0.001357503198
239	0.001357522675
240	0.001357522675
241	0.00135746566
242	0.001357470674
243	0.001357457304
244	0.001357444337
245	0.001357468001
246	0.001357468001
247	0.001357447524
248	0.001357447524
249	0.001357448988
250	0.001357448988
251	0.001357424896
252	0.001357410676
253	0.001357410676
254	0.00135739247
255	0.00135739247
256	0.00135739247
257	0.001357399869
258	0.001357399869
259	0.001357399869
260	0.001357399869
261	0.001357392361
262	0.001357392361
263	0.001357380934
264	0.001357380934
265	0.001357363442
266	0.001357363442
267	0.001357340526
268	0.001335670645
269	0.001334010875
270	0.001334026332
271	0.00133401267
272	0.001334020849
273	0.001334000592
274	0.001334001849
275	0.001333981304
276	0.00133398122
277	0.001333998159
278	0.001333976532
279	0.001333990531
280	0.001333935265
281	0.001333946683
282	0.00133392992
283	0.001333920246
284	0.001333934242
285	0.001333943435
286	0.00133391664
287	0.001333931659
288	0.00133391572
289	0.001333896622
290	0.001333908635
291	0.001333897343
292	0.001333897874
293	0.001333901535
294	0.001333901535
295	0.001333870117
296	0.001333882323
297	0.001333887413
298	0.001333892412
299	0.001333878645
300	0.001333880833
301	0.001333872889
302	0.001333872889
303	0.001333860861
304	0.0013338921
305	0.001333842985
306	0.001333852614
307	0.001333842823
308	0.001333842823
309	0.001333850378
310	0.001333849769
311	0.001333837355
312	0.0013338263
313	0.001333796614
314	0.001333802878
315	0.001333806277
316	0.001333766016
317	0.00133377223
318	0.001333799182
319	0.001333757617
320	0.001333770163
321	0.001333763769
322	0.001333754551
323	0.00133371925
324	0.001333752574
325	0.001333710536
326	0.001333711363
327	0.001333701996
328	0.001333713071
329	0.001333699237
330	0.001333733124
331	0.001333703516
332	0.001333677003
333	0.001333677003
334	0.001333695102
335	0.001333683398
336	0.001333683398
337	0.001333683398
338	0.001333683398
339	0.001333683398
340	0.001333683398
341	0.001333683398
342	0.00131846773
343	0.00131846773
344	0.00131846773
345	0.00131846773
346	0.00131846773
347	0.00131846773
348	0.00131846773
349	0.00131846773
350	0.001318445579
351	0.001318453666
352	0.001318446157
353	0.001318415678
354	0.001318415678
355	0.001318415678
356	0.001318415678
357	0.001318393346
358	0.001318393346
359	0.001318393346
360	0.001318380852
361	0.0013183558
362	0.0013183558
363	0.0013183558
364	0.0013183558
365	0.0013183558
366	0.001318355268
367	0.001318355268
368	0.001318342248
369	0.001318342248
370	0.001318342248
371	0.001318277668
372	0.001318239844
373	0.001318200238
374	0.001318172727
375	0.00131812007
376	0.00131810342
377	0.00131810342
378	0.001318119199
379	0.001318082858
380	0.001318082858
381	0.001318082858
382	0.00131803903
383	0.00131803903
384	0.00131803903
385	0.001318078657
386	0.001318020544
387	0.001318007255
388	0.001318007255
389	0.001317975625
390	0.001317978781
391	0.001317966879
392	0.001317937975
393	0.001317925089
394	0.001317925089
395	0.001317860116
396	0.001317860116
397	0.001317860116
398	0.001317860116
399	0.001317860116
400	0.001317860116
401	0.001317860116
402	0.001317860116
403	0.001317860116
404	0.001317860116
405	0.001317860116
406	0.001317860116
407	0.001317860116
408	0.001317852523
409	0.001317852523
410	0.001317852523
411	0.001317852523
412	0.001317843771
413	0.001317848738
414	0.001317819692
415	0.001317819692
416	0.001317819692
417	0.001317788002
418	0.001317759437
419	0.001317759437
420	0.001317759437
421	0.001317759437
422	0.001317759437
423	0.001317759437
424	0.001317759437
425	0.001317759437
426	0.001317699188
427	0.001317692557
428	0.001317692557
429	0.001317692557
430	0.001317613936
431	0.001317604044
432	0.001317599795
433	0.00131760437
434	0.00131760437
435	0.00131760437
436	0.001317552985
437	0.001317552985
438	0.001317552985
439	0.001317552985
440	0.001317552985
441	0.00131750043
442	0.00131750043
443	0.00131750043
444	0.00131750043
445	0.00131750043
446	0.00131750043
447	0.00131750043
448	0.00131750043
449	0.00131745701
450	0.001317474486
451	0.001317460767
452	0.001317460767
453	0.001317460767
454	0.001317460767
455	0.001317460767
456	0.001317460767
457	0.001317460767
458	0.001317460767
459	0.001317460767
460	0.001317460767
461	0.001317460767
462	0.001317460767
463	0.001317460767
464	0.001317460767
465	0.001317460767
466	0.001317460767
467	0.001317460767
468	0.001317460767
469	0.001317460767
470	0.001317460767
471	0.001317460767
472	0.001317460767
473	0.001317460767
474	0.001317460767
475	0.001317460767
476	0.001317460767
477	0.001317460767
478	0.001317460767
479	0.001317460767
480	0.001317460767
481	0.001317460767
482	0.001317460767
483	0.001317460767
484	0.001317460767
485	0.001317460767
486	0.001317460767
487	0.001317494991
488	0.001317437845
489	0.001317437845
490	0.001317437845
491	0.001317407532
492	0.001317390113
493	0.001317382132
494	0.00131735351
495	0.001317385703
496	0.001317360661
497	0.001317360661
498	0.001317340235
499	0.001317340235
500	0.001317340235
501	0.001317340235
502	0.001317340235
503	0.001317340235
504	0.001317276033
505	0.001317276033
506	0.001317276033
507	0.001317276033
508	0.001317217251
509	0.001317265438
510	0.001317228864
511	0.001317228864
512	0.001317228864
513	0.001317228864
514	0.001317228864
515	0.001317228864
516	0.001317228864
517	0.001317228864
518	0.001317228864
519	0.001317228864
520	0.001317228227
521	0.001317239536
522	0.001317224968
523	0.001317226046
524	0.001317172604
525	0.001317172604
526	0.001317172604
527	0.001317172604
528	0.001317172604
529	0.001317172604
530	0.001317151255
531	0.001317177988
532	0.00131716579
533	0.00131716579
534	0.00131716579
535	0.00131716579
536	0.001317079851
537	0.001317085917
538	0.001317085917
539	0.001317085917
540	0.001317085917
541	0.001317085917
542	0.001317085917
543	0.001317085917
544	0.001317085917
545	0.001317085917
546	0.001317085917
547	0.001317085917
548	0.001317085917
549	0.001317085917
550	0.001317085917
551	0.001317025691
552	0.001317072682
553	0.001317058308
554	0.001317071234
555	0.001317052472
556	0.001317051091
557	0.001317047933
558	0.001317047896
559	0.001317032542
560	0.001317032677
561	0.001317025363
562	0.001317034968
563	0.001317006554
564	0.001317004191
565	0.001317003735
566	0.001316967495
567	0.001316981521
568	0.001316968071
569	0.001316967955
570	0.001316954837
571	0.001316954778
572	0.001316929313
573	0.001316941867
574	0.00131697006
575	0.001316929352
576	0.001316932865
577	0.001316922047
578	0.001316940711
579	0.001316913349
580	0.001316919034
581	0.001316891776
582	0.00131689014
583	0.001316885976
584	0.001316885976
585	0.001316881438
586	0.001316911154
587	0.001316924633
588	0.001316903638
589	0.001316903638
590	0.001316892801
591	0.001316892801
592	0.001316882522
593	0.001316882522
594	0.001316861038
595	0.001316861038
596	0.001316908798
597	0.00131689187
598	0.001316857627
599	0.001316860827
600	0.001316827134
601	0.00131683806
602	0.00131681901
603	0.001316799519
604	0.001316799519
605	0.001316824067
606	0.001316824067
607	0.001316836097
608	0.001316836097
609	0.001316864516
610	0.001316864516
611	0.001316852384
612	0.001316813554
613	0.001316797775
614	0.001316784125
615	0.001316793347
616	0.001316796061
617	0.001316770816
618	0.001316741975
619	0.00131676707
620	0.001316750302
621	0.001316753463
622	0.001316750361
623	0.001316719127
624	0.001316739926
625	0.001316732792
626	0.001316730028
627	0.001316704859
628	0.001316704859
629	0.001316675505
630	0.001316680866
631	0.001316657331
632	0.001316657331
633	0.001316657331
634	0.001316657331
635	0.001316657331
636	0.001316657331
637	0.001316606557
638	0.001316606557
639	0.001316606557
640	0.001316606557
641	0.001316606557
642	0.001316613816
643	0.001316613816
644	0.001316613816
645	0.001316589907
646	0.001316589907
647	0.001316589907
648	0.001316572302
649	0.001316566756
650	0.001316566756
651	0.001316566756
652	0.001316566756
653	0.001316566756
654	0.001316566756
655	0.001316566756
656	0.001316517246
657	0.001316546106
658	0.001316546106
659	0.001316546106
660	0.001316546106
661	0.001316546106
662	0.001316454207
663	0.001316454207
664	0.001316454207
665	0.001316440038
666	0.001316418346
667	0.001316418346
668	0.001316418346
669	0.001316392425
670	0.001316392425
671	0.001316392425
672	0.001316392425
673	0.001316392425
674	0.001316392425
675	0.001316392425
676	0.001316370451
677	0.001316396618
678	0.001316389224
679	0.001316389224
680	0.001316389224
681	0.001316389224
682	0.001316389224
683	0.001316389224
684	0.001316389224
685	0.001316360038
686	0.001316360038
687	0.001316308353
688	0.001316347733
689	0.001316335023
690	0.001316335023
691	0.001316335023
692	0.001316335023
693	0.001316335023
694	0.001316308206
695	0.001316308206
696	0.001316308206
697	0.001316308206
698	0.001316308206
699	0.001316308206
700	0.001316308206
701	0.001306924281
702	0.001306924281
703	0.001306932901
704	0.001306904426
705	0.001306927244
706	0.001306927244
707	0.001306890964
708	0.001306890964
709	0.001306896632
710	0.001306865068
711	0.001306865068
712	0.001306884611
713	0.001306872057
714	0.001306855568
715	0.001306839671
716	0.001306821893
717	0.001306795659
718	0.001306842966
719	0.001306820495
720	0.001306822851
721	0.001306835178
722	0.00130677551
723	0.001306797243
724	0.001306780639
725	0.001306763876
726	0.001306758738
727	0.001306784717
728	0.001306752815
729	0.001306769016
730	0.001306774895
731	0.00130675154
732	0.001306758963
733	0.001306784652
734	0.001306713477
735	0.001306716806
736	0.001306679863
737	0.001306675047
738	0.001306675047
739	0.001306675047
740	0.001298288751
741	0.001298273362
742	0.001298267011
743	0.001298194857
744	0.001298148626
745	0.001298144832
746	0.001298144832
747	0.001298152441
748	0.001298121677
749	0.001298094837
750	0.00129802555
751	0.00129797457
752	0.001297969333
753	0.001297921895
754	0.001297937898
755	0.001297942485
756	0.001297957325
757	0.001297911913
758	0.001297911913
759	0.001297911913
760	0.001297911913
761	0.001297911913
762	0.001297911913
763	0.001297911913
764	0.001297911913
765	0.001297911913
766	0.001297911913
767	0.001297911913
768	0.001297911913
769	0.001297911913
770	0.001297911913
771	0.001297911913
772	0.001297911913
773	0.001297911913
774	0.001297911913
775	0.001297911913
776	0.001297911913
777	0.001297911913
778	0.001297911913
779	0.001297911913
780	0.001297911913
781	0.001297911913
782	0.001297911913
783	0.001297911913
784	0.001297911913
785	0.001297911913
786	0.001297911913
787	0.001297911913
788	0.001297911913
789	0.001297911913
790	0.001297911913
791	0.001297911913
792	0.001297911913
793	0.001297911913
794	0.001297911913
795	0.001297911913
796	0.001297911913
797	0.001297911913
798	0.001297911913
799	0.001297911913
800	0.001297911913
801	0.001297911913
802	0.001297911913
803	0.001297911913
804	0.001297911913
805	0.001297911913
806	0.001297911913
807	0.001297911913
808	0.001297911913
809	0.001297911913
810	0.001297911913
811	0.001297911913
812	0.001297911913
813	0.001297911913
814	0.001297911913
815	0.001297911913
816	0.001297911913
817	0.001297911913
818	0.001297911913
819	0.001297911913
820	0.001297911913
821	0.001297911913
822	0.001297911913
823	0.001297911913
824	0.001297911913
825	0.001297911913
826	0.001297911913
827	0.001297911913
828	0.001297911913
829	0.001297911913
830	0.001297911913
831	0.001297911913
832	0.001297911913
833	0.001297911913
834	0.001297911913
835	0.001297911913
836	0.001297911913
837	0.001297911913
838	0.001297911913
839	0.001297911913
840	0.001297911913
841	0.001297911913
842	0.001297911913
843	0.001297911913
844	0.001297911913
845	0.001297911913
846	0.001297911913
847	0.001297911913
848	0.001297911913
849	0.001297911913
850	0.001297911913
851	0.001297911913
852	0.001297911913
853	0.001297911913
854	0.001297911913
855	0.001297911913
856	0.001297911913
857	0.001297911913
858	0.001297911913
859	0.001297911913
860	0.001297911913
861	0.001297911913
862	0.001297911913
863	0.001297911913
864	0.001297911913
865	0.001297911913
866	0.001297911913
867	0.001297911913
868	0.001297911913
869	0.001297911913
870	0.001297911913
871	0.001297911913
872	0.001297911913
873	0.001297911913
874	0.001297911913
875	0.001297911913
876	0.001297911913
877	0.001297911913
878	0.001297911913
879	0.001297911913
880	0.001297911913
881	0.001297911913
882	0.001297911913
883	0.001297911913
884	0.001297911913
885	0.001297911913
886	0.001297911913
887	0.001297911913
888	0.001297911913
889	0.001297911913
890	0.001297911913
891	0.001297911913
892	0.001297911913
893	0.001297911913
894	0.001297911913
895	0.001297911913
896	0.001297911913
897	0.001297911913
898	0.001297911913
899	0.001297911913
900	0.001297911913
901	0.001297911913
902	0.001297911913
903	0.001297911913
904	0.001297911913
905	0.001297911913
906	0.001297911913
907	0.001297911913
908	0.001297911913
909	0.001297911913
910	0.001297911913
911	0.001297911913
912	0.001297911913
913	0.001297911913
914	0.001297911913
915	0.001297911913
916	0.001297911913
917	0.001297911913
918	0.001297911913
919	0.001297911913
920	0.001297911913
921	0.001297911913
922	0.001297911913
923	0.001297911913
924	0.001297911913
925	0.001297911913
926	0.001297911913
927	0.001297911913
928	0.001297911913
929	0.001297911913
930	0.001297911913
931	0.001297911913
932	0.001297911913
933	0.001297911913
934	0.001297911913
935	0.001297911913
936	0.001297911913
937	0.001297911913
938	0.001297911913
939	0.001297911913
940	0.001297911913
941	0.001297911913
942	0.001297911913
943	0.001297911913
944	0.001297911913
945	0.001297911913
946	0.001297911913
947	0.001297911913
948	0.001297911913
949	0.001297911913
950	0.001297911913
951	0.001297911913
952	0.001297911913
953	0.001297911913
954	0.001297911913
955	0.001297911913
956	0.001297911913
957	0.001297911913
958	0.001297911913
959	0.001297911913
960	0.001297911913
961	0.001297911913
962	0.001297911913
963	0.001297911913
964	0.001297911913
965	0.001297911913
966	0.001297911913
967	0.001297911913
968	0.001297911913
969	0.001297911913
970	0.001297911913
971	0.001297911913
972	0.001297911913
973	0.001297911913
974	0.001297911913
975	0.001297911913
976	0.001297911913
977	0.001297911913
978	0.001297911913
979	0.001297911913
980	0.001297911913
981	0.001297911913
982	0.001297911913
983	0.001297911913
984	0.001297911913
985	0.001297911913
986	0.001297911913
987	0.001297911913
988	0.001297911913
989	0.001297911913
990	0.001297911913
991	0.001297911913
992	0.001297911913
993	0.001297911913
994	0.001297911913
995	0.001297911913
996	0.001297911913
997	0.001297911913
998	0.001297911913
999	0.001297911913
